ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GU_PDEF_TARGETS_UP	GU_PDEF_TARGETS_UP	4/190	71/21728	0.0034872691170724	0.0253012489436735	0.0179786879870036	CDH11/COL1A1/COL6A3/TNC	4
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	3/190	35/21728	0.00350622596065561	0.0253012489436735	0.0179786879870036	CDH11/COL1A2/COL6A3	3
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES	3/190	35/21728	0.00350622596065561	0.0253012489436735	0.0179786879870036	MAP2K2/NOTCH1/PRKACB	3
PID_PI3KCI_AKT_PATHWAY	PID_PI3KCI_AKT_PATHWAY	3/190	35/21728	0.00350622596065561	0.0253012489436735	0.0179786879870036	CASP9/PRKDC/RAF1	3
LENAOUR_DENDRITIC_CELL_MATURATION_UP	LENAOUR_DENDRITIC_CELL_MATURATION_UP	5/190	116/21728	0.00355651799686391	0.0255492494345371	0.0181549134158663	ALOX15/CDH1/CR1/PRKACB/SCARB1	5
RODWELL_AGING_KIDNEY_NO_BLOOD_UP	RODWELL_AGING_KIDNEY_NO_BLOOD_UP	7/190	223/21728	0.00355687225323119	0.0255492494345371	0.0181549134158663	B3GAT3/CDH11/COL1A1/COL1A2/COL6A3/SCN5A/TNC	7
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP	SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP	11/190	484/21728	0.00367104434350139	0.0263091511284266	0.0186948881612099	APAF1/B3GAT3/DDX3X/LDB1/MACF1/MAP2K2/NAP1L1/PKD1/POLG/RGS14/TUBA1A	11
BIOCARTA_P38MAPK_PATHWAY	BIOCARTA_P38MAPK_PATHWAY	3/190	36/21728	0.00380060276178348	0.0269911585276886	0.019179512389186	HRAS/RAC1/RAPGEF2	3
KAAB_FAILED_HEART_ATRIUM_UP	KAAB_FAILED_HEART_ATRIUM_UP	3/190	36/21728	0.00380060276178348	0.0269911585276886	0.019179512389186	ARID1A/FGA/HNF1B	3
REACTOME_STRIATED_MUSCLE_CONTRACTION	REACTOME_STRIATED_MUSCLE_CONTRACTION	3/190	36/21728	0.00380060276178348	0.0269911585276886	0.019179512389186	ACTA1/MYBPC3/NEB	3
WP_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT	WP_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT	3/190	36/21728	0.00380060276178348	0.0269911585276886	0.019179512389186	ALPL/BMP7/NOTCH1	3
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	5/190	118/21728	0.0038259341560942	0.0269925126537877	0.0191804746108805	APAF1/CREBBP/POLG/PRKACB/TLR3	5
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	5/190	118/21728	0.0038259341560942	0.0269925126537877	0.0191804746108805	ATP2A2/CREBBP/KAT2A/NOTCH1/POGLUT1	5
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	7/190	226/21728	0.00382659067567235	0.0269925126537877	0.0191804746108805	BMP7/FGFR3/HRAS/MECOM/NOTCH1/OSGEP/SMAD6	7
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION	4/190	73/21728	0.0038540750526145	0.0270043339066002	0.0191888746158132	CDH1/CREBBP/PTPRB/RAC1	4
PID_E2F_PATHWAY	PID_E2F_PATHWAY	4/190	73/21728	0.0038540750526145	0.0270043339066002	0.0191888746158132	APAF1/CREBBP/KAT2A/TRIM28	4
REACTOME_SIGNALING_BY_FGFR2	REACTOME_SIGNALING_BY_FGFR2	4/190	73/21728	0.0038540750526145	0.0270043339066002	0.0191888746158132	FGFR2/HRAS/PIK3CA/PTPN11	4
ONDER_CDH1_TARGETS_1_DN	ONDER_CDH1_TARGETS_1_DN	6/190	170/21728	0.00388168105277264	0.0271371866918782	0.0192832778122734	ADAMTS1/DDX3X/MMP10/NAP1L1/POGLUT1/SOX9	6
ZHU_CMV_ALL_DN	ZHU_CMV_ALL_DN	5/190	119/21728	0.00396598523557243	0.0273422558657545	0.0194289968912439	CDH11/COL1A1/COL1A2/FLNA/GAS1	5
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3	2/190	11/21728	0.00397198747205608	0.0273422558657545	0.0194289968912439	HRAS/PTPN11	2
REACTOME_FORMATION_OF_APOPTOSOME	REACTOME_FORMATION_OF_APOPTOSOME	2/190	11/21728	0.00397198747205608	0.0273422558657545	0.0194289968912439	APAF1/CASP9	2
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	2/190	11/21728	0.00397198747205608	0.0273422558657545	0.0194289968912439	CREBBP/EPAS1	2
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	2/190	11/21728	0.00397198747205608	0.0273422558657545	0.0194289968912439	HRAS/PIK3CA	2
VERRECCHIA_RESPONSE_TO_TGFB1_C4	VERRECCHIA_RESPONSE_TO_TGFB1_C4	2/190	11/21728	0.00397198747205608	0.0273422558657545	0.0194289968912439	RAC1/TNC	2
ZHOU_PANCREATIC_EXOCRINE_PROGENITOR	ZHOU_PANCREATIC_EXOCRINE_PROGENITOR	2/190	11/21728	0.00397198747205608	0.0273422558657545	0.0194289968912439	HNF1B/SOX9	2
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	4/190	74/21728	0.00404691229075219	0.0277363704818147	0.0197090488257961	PIK3CA/PIK3R2/PTPN11/RAC1	4
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	4/190	74/21728	0.00404691229075219	0.0277363704818147	0.0197090488257961	COL1A1/COL1A2/COL6A3/INVS	4
LIU_PROSTATE_CANCER_DN	LIU_PROSTATE_CANCER_DN	11/190	491/21728	0.00408665879243769	0.0279222124159561	0.0198411053166147	COL1A2/EPAS1/FGFR2/FLNA/FOXF1/GATA3/GPD1L/MECOM/NAP1L1/TRO/TUBA1A	11
BIOCARTA_ALK_PATHWAY	BIOCARTA_ALK_PATHWAY	3/190	37/21728	0.00410960883598971	0.0279222124159561	0.0198411053166147	BMP7/GATA4/SMAD6	3
BIOCARTA_IL2RB_PATHWAY	BIOCARTA_IL2RB_PATHWAY	3/190	37/21728	0.00410960883598971	0.0279222124159561	0.0198411053166147	HRAS/PIK3CA/RAF1	3
PID_FRA_PATHWAY	PID_FRA_PATHWAY	3/190	37/21728	0.00410960883598971	0.0279222124159561	0.0198411053166147	COL1A2/MMP9/THBD	3
KEGG_LYSOSOME	KEGG_LYSOSOME	5/190	121/21728	0.00425703061578452	0.0288613803519387	0.0205084639646411	CTSA/FUCA1/GUSB/SLC17A5/SMPD1	5
WP_FRAGILE_X_SYNDROME	WP_FRAGILE_X_SYNDROME	5/190	122/21728	0.00440812749584709	0.0297363654441425	0.0211302152466049	MAP2K2/MMP9/NF1/PTPN11/RAF1	5
GENTILE_UV_RESPONSE_CLUSTER_D2	GENTILE_UV_RESPONSE_CLUSTER_D2	3/190	38/21728	0.00443345620511587	0.0297363654441425	0.0211302152466049	AUTS2/GAS1/RAPGEF2	3
PID_FAS_PATHWAY	PID_FAS_PATHWAY	3/190	38/21728	0.00443345620511587	0.0297363654441425	0.0211302152466049	PIK3CA/PIK3R2/SMPD1	3
REACTOME_FLT3_SIGNALING	REACTOME_FLT3_SIGNALING	3/190	38/21728	0.00443345620511587	0.0297363654441425	0.0211302152466049	HRAS/PIK3CA/PTPN11	3
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE	WP_WNT_SIGNALING_IN_KIDNEY_DISEASE	3/190	38/21728	0.00443345620511587	0.0297363654441425	0.0211302152466049	FZD6/INVS/WNT6	3
VILLANUEVA_LIVER_CANCER_KRT19_UP	VILLANUEVA_LIVER_CANCER_KRT19_UP	6/190	175/21728	0.00446890223020905	0.0299102006409941	0.0212537399300033	CEP55/NAP1L1/NDE1/SALL4/SOX9/STIL	6
GROSS_HYPOXIA_VIA_HIF1A_UP	GROSS_HYPOXIA_VIA_HIF1A_UP	4/190	77/21728	0.0046643442554416	0.0307605753002772	0.0218580034074839	HRAS/HSF1/LZTR1/NAP1L1	4
MUNSHI_MULTIPLE_MYELOMA_UP	MUNSHI_MULTIPLE_MYELOMA_UP	4/190	77/21728	0.0046643442554416	0.0307605753002772	0.0218580034074839	COL11A2/FGFR3/LIFR/USP9X	4
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	4/190	77/21728	0.0046643442554416	0.0307605753002772	0.0218580034074839	ARID1A/ARID1B/SMARCB1/SMARCC2	4
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	4/190	77/21728	0.0046643442554416	0.0307605753002772	0.0218580034074839	CANT1/CDH1/CTSA/TPI1	4
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	6/190	177/21728	0.00472124189054099	0.0307605753002772	0.0218580034074839	AUTS2/CDH11/COL1A2/GAS1/NIPBL/SALL4	6
BIOCARTA_ACTINY_PATHWAY	BIOCARTA_ACTINY_PATHWAY	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	ACTA1/RAC1	2
BIOCARTA_CARM1_PATHWAY	BIOCARTA_CARM1_PATHWAY	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	CREBBP/PRKACB	2
BIOCARTA_D4GDI_PATHWAY	BIOCARTA_D4GDI_PATHWAY	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	APAF1/CASP9	2
DING_LUNG_CANCER_MUTATED_FREQUENTLY	DING_LUNG_CANCER_MUTATED_FREQUENTLY	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	NF1/PIK3R2	2
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN	MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_DN	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	FUCA1/KLHL41	2
SA_PROGRAMMED_CELL_DEATH	SA_PROGRAMMED_CELL_DEATH	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	APAF1/CASP9	2
WP_RALA_DOWNSTREAM_REGULATED_GENES	WP_RALA_DOWNSTREAM_REGULATED_GENES	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	HRAS/RAC1	2
ZHENG_RESPONSE_TO_ARSENITE_DN	ZHENG_RESPONSE_TO_ARSENITE_DN	2/190	12/21728	0.00473906046687571	0.0307605753002772	0.0218580034074839	ADAMTS1/PTPN11	2
BIOCARTA_FCER1_PATHWAY	BIOCARTA_FCER1_PATHWAY	3/190	39/21728	0.00477234793604173	0.0307605753002772	0.0218580034074839	HRAS/PIK3CA/RAF1	3
GYORFFY_DOXORUBICIN_RESISTANCE	GYORFFY_DOXORUBICIN_RESISTANCE	3/190	39/21728	0.00477234793604173	0.0307605753002772	0.0218580034074839	ADAMTS1/BBS12/BMP7	3
PID_ECADHERIN_NASCENT_AJ_PATHWAY	PID_ECADHERIN_NASCENT_AJ_PATHWAY	3/190	39/21728	0.00477234793604173	0.0307605753002772	0.0218580034074839	CDH1/PIK3CA/RAC1	3
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	3/190	39/21728	0.00477234793604173	0.0307605753002772	0.0218580034074839	ADAMTS1/ADAMTSL2/THSD1	3
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	3/190	39/21728	0.00477234793604173	0.0307605753002772	0.0218580034074839	COL1A1/COL1A2/FGA	3
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	4/190	78/21728	0.00488345090216572	0.0313479598811824	0.0222753900800542	CDH1/GATA3/PLXNB2/SETD5	4
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16	4/190	78/21728	0.00488345090216572	0.0313479598811824	0.0222753900800542	COL1A1/COL1A2/COL6A3/GUSB	4
BOCHKIS_FOXA2_TARGETS	BOCHKIS_FOXA2_TARGETS	10/190	433/21728	0.00494143924894965	0.0315909934876842	0.0224480861153914	COL2A1/DDX3X/DNAJB11/FOXP2/GAS1/GATA3/LIFR/PRKDC/RAPSN/SCARB1	10
JOHNSTONE_PARVB_TARGETS_3_UP	JOHNSTONE_PARVB_TARGETS_3_UP	10/190	433/21728	0.00494143924894965	0.0315909934876842	0.0224480861153914	CTSA/DIDO1/EPAS1/FLNA/FRAS1/HUWE1/MDFIC/NAP1L1/SLC17A5/THBD	10
DAZARD_RESPONSE_TO_UV_NHEK_DN	DAZARD_RESPONSE_TO_UV_NHEK_DN	8/190	300/21728	0.00502637690878103	0.0320686933265521	0.0227875324555135	AUTS2/BPTF/CREBBP/DIDO1/FGFR2/KIF14/PIKFYVE/RAPGEF2	8
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	5/190	126/21728	0.00505086717633998	0.032159578228258	0.022852113903415	CDH11/DDX3X/NEFL/PTPN11/TNC	5
PID_MYC_ACTIV_PATHWAY	PID_MYC_ACTIV_PATHWAY	4/190	79/21728	0.00510936412470142	0.0322485279153274	0.0229153202168236	CREBBP/HUWE1/KAT2A/MMP9	4
PID_EPHB_FWD_PATHWAY	PID_EPHB_FWD_PATHWAY	3/190	40/21728	0.00512647831466976	0.0322485279153274	0.0229153202168236	HRAS/PIK3CA/RAC1	3
PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY	3/190	40/21728	0.00512647831466976	0.0322485279153274	0.0229153202168236	HRAS/MMP9/PIK3CA	3
PID_IFNG_PATHWAY	PID_IFNG_PATHWAY	3/190	40/21728	0.00512647831466976	0.0322485279153274	0.0229153202168236	CREBBP/PIK3CA/PTPN11	3
WP_G13_SIGNALING_PATHWAY	WP_G13_SIGNALING_PATHWAY	3/190	40/21728	0.00512647831466976	0.0322485279153274	0.0229153202168236	PIK3CA/PIK3R2/RAC1	3
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	3/190	40/21728	0.00512647831466976	0.0322485279153274	0.0229153202168236	PIK3CA/PIK3R2/RAC1	3
REACTOME_CARDIAC_CONDUCTION	REACTOME_CARDIAC_CONDUCTION	5/190	127/21728	0.00522139387234623	0.0327799107305896	0.0232929128747403	ATP2A2/GATA4/RYR1/RYR2/SCN5A	5
BURTON_ADIPOGENESIS_8	BURTON_ADIPOGENESIS_8	4/190	80/21728	0.00534217739681524	0.0334045714115599	0.0237367873848847	CTSA/PLXNB2/SMAD6/TUBA1A	4
PID_BETA_CATENIN_NUC_PATHWAY	PID_BETA_CATENIN_NUC_PATHWAY	4/190	80/21728	0.00534217739681524	0.0334045714115599	0.0237367873848847	CDH1/MDFIC/MMP9/SALL4	4
REACTOME_SIGNALING_BY_FGFR4	REACTOME_SIGNALING_BY_FGFR4	3/190	41/21728	0.00549603301728879	0.0340076020610487	0.0241652919191033	HRAS/PIK3CA/PTPN11	3
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	8/190	305/21728	0.00553964634810665	0.0340076020610487	0.0241652919191033	ARCN1/COG6/CTSA/F5/FUCA1/GFPT1/SLC17A5/TUBA1A	8
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	6/190	183/21728	0.0055412862191572	0.0340076020610487	0.0241652919191033	CDH1/CDH5/COL1A2/FGFR3/FUCA1/MECOM	6
REACTOME_ION_CHANNEL_TRANSPORT	REACTOME_ION_CHANNEL_TRANSPORT	6/190	183/21728	0.0055412862191572	0.0340076020610487	0.0241652919191033	ATP2A2/ATP7B/NALCN/RAF1/RYR1/RYR2	6
WU_CELL_MIGRATION	WU_CELL_MIGRATION	6/190	183/21728	0.0055412862191572	0.0340076020610487	0.0241652919191033	ADAMTS1/CDH1/EPAS1/GALNT14/GATA3/SOX9	6
BIOCARTA_EXTRINSIC_PATHWAY	BIOCARTA_EXTRINSIC_PATHWAY	2/190	13/21728	0.0055686229561577	0.0340076020610487	0.0241652919191033	F5/FGA	2
CHIN_BREAST_CANCER_COPY_NUMBER_DN	CHIN_BREAST_CANCER_COPY_NUMBER_DN	2/190	13/21728	0.0055686229561577	0.0340076020610487	0.0241652919191033	CDH1/HRAS	2
DISTECHE_ESCAPED_FROM_X_INACTIVATION	DISTECHE_ESCAPED_FROM_X_INACTIVATION	2/190	13/21728	0.0055686229561577	0.0340076020610487	0.0241652919191033	DDX3X/USP9X	2
REACTOME_ACTIVATION_OF_RAC1	REACTOME_ACTIVATION_OF_RAC1	2/190	13/21728	0.0055686229561577	0.0340076020610487	0.0241652919191033	RAC1/SOS2	2
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	2/190	13/21728	0.0055686229561577	0.0340076020610487	0.0241652919191033	APAF1/CASP9	2
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	2/190	13/21728	0.0055686229561577	0.0340076020610487	0.0241652919191033	GATA4/SOX9	2
WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	2/190	13/21728	0.0055686229561577	0.0340076020610487	0.0241652919191033	RYR1/RYR2	2
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	4/190	81/21728	0.00558198304497119	0.0340229995692516	0.0241762331574736	GATA3/MECOM/PBX1/TRO	4
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	6/190	184/21728	0.00568747396975183	0.034598799982657	0.0245853882943781	AUTS2/FRAS1/MECOM/OFD1/RERE/SAMD9	6
VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP	VANDESLUIS_COMMD1_TARGETS_GROUP_3_UP	4/190	82/21728	0.00582887222735393	0.035390386695675	0.0251478779390471	AMN/CDH1/SCARB1/TPI1	4
PID_TCPTP_PATHWAY	PID_TCPTP_PATHWAY	3/190	42/21728	0.00588118927935134	0.0354338832013126	0.0251787859035165	CREBBP/PIK3CA/PIK3R2	3
PID_UPA_UPAR_PATHWAY	PID_UPA_UPAR_PATHWAY	3/190	42/21728	0.00588118927935134	0.0354338832013126	0.0251787859035165	FGA/MMP9/RAC1	3
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	3/190	42/21728	0.00588118927935134	0.0354338832013126	0.0251787859035165	MAP2K2/PRKACB/RAF1	3
WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY	WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY	3/190	42/21728	0.00588118927935134	0.0354338832013126	0.0251787859035165	MMP9/RAC1/RAF1	3
WP_EBOLA_VIRUS_INFECTION_IN_HOST	WP_EBOLA_VIRUS_INFECTION_IN_HOST	5/190	131/21728	0.00594437731990427	0.0357459777915316	0.0254005556379858	CREBBP/FLNA/PIK3CA/PIK3R2/RAC1	5
FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS	FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS	8/190	311/21728	0.00620735128386744	0.037200893268372	0.0264343967524623	APAF1/F5/GBE1/HRAS/NEFL/PLXNB2/TLR3/WDR81	8
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP	MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP	9/190	378/21728	0.00621002487181489	0.037200893268372	0.0264343967524623	ALPL/AMN/APAF1/CAPS/COL11A2/CR1/NAP1L1/NF1/PIK3R2	9
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	3/190	43/21728	0.00628211606169879	0.0374185243219592	0.0265890421147303	HRAS/MAP2K2/RAF1	3
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	3/190	43/21728	0.00628211606169879	0.0374185243219592	0.0265890421147303	FGFR2/HRAS/PIK3CA	3
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	3/190	43/21728	0.00628211606169879	0.0374185243219592	0.0265890421147303	CREBBP/NCOA1/TRIM28	3
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	5/190	133/21728	0.00633109193958385	0.0375490384224314	0.0266817834768472	CANT1/CDH1/COL1A1/FUCA1/TPI1	5
BROWNE_HCMV_INFECTION_16HR_DN	BROWNE_HCMV_INFECTION_16HR_DN	4/190	84/21728	0.00634425986689635	0.0375490384224314	0.0266817834768472	COL1A1/COL1A2/MACF1/PBX1	4
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	4/190	84/21728	0.00634425986689635	0.0375490384224314	0.0266817834768472	APAF1/CASP9/PIK3CA/PIK3R2	4
BIOCARTA_ACH_PATHWAY	BIOCARTA_ACH_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	PIK3CA/RAPSN	2
BIOCARTA_BARR_MAPK_PATHWAY	BIOCARTA_BARR_MAPK_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	MAP2K2/RAF1	2
BIOCARTA_ERK5_PATHWAY	BIOCARTA_ERK5_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	HRAS/PIK3CA	2
BIOCARTA_GATA3_PATHWAY	BIOCARTA_GATA3_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	GATA3/PRKACB	2
BIOCARTA_TRKA_PATHWAY	BIOCARTA_TRKA_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	HRAS/PIK3CA	2
BIOCARTA_UCALPAIN_PATHWAY	BIOCARTA_UCALPAIN_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	ACTA1/RAC1	2
FARMER_BREAST_CANCER_CLUSTER_6	FARMER_BREAST_CANCER_CLUSTER_6	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	GATA3/GPD1L	2
PID_IL5_PATHWAY	PID_IL5_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	PIK3CA/PTPN11	2
PID_TCR_RAS_PATHWAY	PID_TCR_RAS_PATHWAY	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	HRAS/RAF1	2
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	2/190	14/21728	0.00645953512204937	0.0375490384224314	0.0266817834768472	HRAS/RAC1	2
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	5/190	134/21728	0.00653092765236516	0.0378938667297121	0.0269268132996629	CDH5/EPAS1/FGFR2/FGFR3/NOTCH1	5
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	4/190	85/21728	0.00661293462338537	0.0382988962782411	0.0272146212215063	PIK3CA/PIK3R2/PRKACB/RAF1	4
PID_CERAMIDE_PATHWAY	PID_CERAMIDE_PATHWAY	3/190	44/21728	0.00669897421426795	0.0383025137679182	0.0272171917554094	MAP2K2/RAF1/SMPD1	3
PID_INSULIN_PATHWAY	PID_INSULIN_PATHWAY	3/190	44/21728	0.00669897421426795	0.0383025137679182	0.0272171917554094	HRAS/PIK3CA/PTPN11	3
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	3/190	44/21728	0.00669897421426795	0.0383025137679182	0.0272171917554094	PIK3CA/PIK3R2/SOS2	3
STREICHER_LSM1_TARGETS_UP	STREICHER_LSM1_TARGETS_UP	3/190	44/21728	0.00669897421426795	0.0383025137679182	0.0272171917554094	FGFR2/GATA3/PBX1	3
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY	WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY	3/190	44/21728	0.00669897421426795	0.0383025137679182	0.0272171917554094	FGA/PIK3CA/TLR3	3
WP_GENES_CONTROLLING_NEPHROGENESIS	WP_GENES_CONTROLLING_NEPHROGENESIS	3/190	44/21728	0.00669897421426795	0.0383025137679182	0.0272171917554094	FGFR2/HNF1B/NPHS1	3
WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249	WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249	3/190	44/21728	0.00669897421426795	0.0383025137679182	0.0272171917554094	GAS1/PRKACB/PTCH1	3
TSENG_IRS1_TARGETS_DN	TSENG_IRS1_TARGETS_DN	5/190	135/21728	0.00673514744698094	0.0384393233383149	0.0273144065840242	COL6A3/LIFR/SMAD6/THBD/TRAPPC12	5
LAIHO_COLORECTAL_CANCER_SERRATED_DN	LAIHO_COLORECTAL_CANCER_SERRATED_DN	4/190	86/21728	0.0068890454772573	0.0392463044521065	0.0278878352589707	ATP7B/HUWE1/PTCH1/SMARCC2	4
FOROUTAN_TGFB_EMT_UP	FOROUTAN_TGFB_EMT_UP	6/190	192/21728	0.00696034774521386	0.0395586969396172	0.0281098166747871	CDH11/COL1A1/COL6A3/MMP10/MMP9/TUBA1A	6
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	9/190	385/21728	0.00696908550736168	0.0395586969396172	0.0281098166747871	BPTF/CANT1/GATA3/GPD1L/LZTR1/PBX1/POMT1/SMARCC2/UBN1	9
